"id","transcription","language","original_split"
"lin_15339","Sani ezali likolo ya mesa ezali na misouni ya soso oyo bakalinge bakousi yango malamu atie matugulu likolo pilipili ya mosaka na pilipili ya Lange ya pondu","lin","train"
"lin_15309","Esika oyo bazali koteka ba buku yako tanga ezala na Bana n'a batu mokolo bakoki kosomba buku ya kotanga lisolo ya moto yo ya nyama.","lin","train"
"lin_15308","Mwana moke ya mwasi avandi bao lakisa neti amikangisi suki.","lin","train"
"lin_15307","Nzinzi likolo ya likasa ya langi ya pondu.","lin","train"
"lin_15318","Awa na moni eza esika batekiselaka balopete na basinga ya kingo ya talo ya kitoko oyo na kati ya monoko ya lopoto babengaka bijuterie.","lin","train"
"lin_15361","awa namoni balakisi biso eza na kati ya boutique,bazo teka ba mafuta ya kopakola nzoto pona ezala kitiko","lin","train"
"lin_15386","Vix ya kopakola na nzoto to pe kisi ya kopakola na nzoto soki ozali na mpasi na mokongo to pe mpasi na likolo.","lin","train"
"lin_15379","lipapa ya lagone mibale na langi ya pembe basinga na langi ya bozenga","lin","train"
"lin_15360","Liboso na ngai nazomona ndako moko ya monene pe ya molayi.
","lin","train"
"lin_15384","Bato ya mosala ya douane bakangi foto souvenire baza kolakisa bato ndenge basalaka na douane.","lin","train"
"lin_15312","Kasi boye ezomonana eza na tata azotambola na nzela,kasi tata yango na ndenge azotambola alati elamba eza na langi neti ya mbwe,kasi tata yango azotala telefone na ye.","lin","train"
"lin_15371","President ya Congo Brazzaville Sassou Ngeso azokita na pepo na nsima na ye soda moko azali azomemela ye biloko na ye na ba mama mibale mosusu baza pe na nsima na bango.","lin","train"
"lin_15341","Libo na biso Awa tomoni bazolakisa biso mitindo nini ehh bazo tumba ba masangu Oyo eza likolo ya moto","lin","train"
"lin_15300","Kisi oyo eza ya mayi, carton nango eza na langi ya vere, ya pembe kombo nango micro drynol kombo ba kisi oyo ba kisi oyo ezalaka mingi ba kisi ya bana mike nde bato ba melaka yango po ezaka ya may.i","lin","train"
"lin_15359","Liboso na nga namoni eza kabati,kabati basi batongi yango  ,donc bazo teka yango kabati yango namoni eza na ba langi ya bois pe na pembe muke ,pe omoni place oyo bakoki kotia oyo babengaka na monoko ya poto télévision,namoni yango liboso na ngai awa","lin","train"
"lin_15323","Ndeke mibale nkombo nango tshaku elobaka mingi ekoki ata kofunda na kofinga motu.","lin","train"
"lin_35328","Lisanga ya mikanda oyo ya pembe ya milayi oyo bana balingaka kosalisa  na kelasi na batu mikolo basalisaka na misala na bango .","lin","train"
"lin_35334","Awa na moni toza liboso ya lopango moko ya kitoko na moni pe bato mibale bazo leka liboso ya lopango yango .","lin","train"
"lin_35312","na elili oyo nazali komona liboso na ngai awa namoni ezakoba pe soki tomoni na mokongo ya koba tomoni eza ligorodo","lin","train"
"lin_35354","bendele ya mboka eza ya kotelema eza kopepa na mopepe eza na langi ya bozinga na motane","lin","train"
"lin_35340","Namoni photo yaba kopo minene ya milk,","lin","train"
"lin_35324","Soso ya kotumba batia dongo dongo bakata ya langi ya pondu na katikati na yango eza na sane ya mbele ya pembe batia pilipili na mopanzi eza na makemba ya kokalinga na sima eza na kwanga bakatikati","lin","train"
"lin_35386","Boye tata atelemi wana azoloba ye tata yango azoloba makambu neti ya mboka kasi alati kazaka bato mpe bazolanda ye baza pembeni batondi bazolanda makambu azoloba.","lin","train"
"lin_35359","Awa tozali komona mwasi alati mbati ya pembe na chemise ya kaki a telemi pembeni ya decoration moko ya kitoko ezali na langi ya motani mosaka na mayi ya pondu.","lin","train"
"lin_35300","photo namoni awa , namoni eza sapatou moko  yaba  mwasi balataka ya kitoko makasi
","lin","train"
"lin_35343","Sapato ya bana.Sapato ya bana basi ezali na langi ya motane,pe na ba langi mosusu ya chocolat.","lin","train"
"lin_35325","Boye kasi nazomona liboso nanga eza na ndako kasi ndako yango eza kitoko boye liboso ya ndako nazomona eza veranda kasi yango ndako yango ezali na langi moko ya chokola ya kitoko boye kasi pe eza na langi moko ya pembe.","lin","train"
"lin_35331","Awa namoni ba mibale mibale batelemi, na se koza langi ya mosaka na pembeni koza langi ya motane, bango nyonso balati bilamba ya pembe na se balati sapato te.","lin","train"
"lin_35322","Awa na moni toza liboso ya lopango moko ya kitoko.Na kati ya lopango namoni eza na mwa ndako namoni eza na ba nzete ya mbila,na kati na banzete mosusu pembeni.","lin","train"
"lin_35392","Na moni eloko bati liboso na biso awa eza kisi,eza na mwa carton bango,pe na moni carton nango eza na balangi ebele,na moni langi ya motane na langue ya bozinga.","lin","train"
"lin_35385","Ba tandi biloko mibale, lopete moko ya monene, moko ya muke, e salami neti na maboko, eza na langi ya moyindo pe na langi ya beige.","lin","train"
"lin_35393","awa namoni eza nakati ya ndako nakati ya ndako namoni batou batelemi, he mobali moko alati ba veste ya bleu ,naba shati ya pembe, na mama moko alati,alati   robe ,na lipouta atiye na mapeka nde namoni
","lin","train"
"lin_43007","Ba kiti e telemi na  ciment, ezali lisanga mibale,  ya liboso ezali na langi  ya motane na pembe,  ya sima ezali na motane yango moko.","lin","train"
"lin_43060","Singa eza awa ekotisaka courant eza ya mwindo eza ya molayi fiche na yango eza liboso mosusu eza na sima.","lin","train"
"lin_43071","Elili oyo toali komonaa namoni etalisa libongo lopango na kati ya lopango yango tomoni ndako moko ya akictage ya molai pe ndako yango bapakolo yango langi ya pembe.","lin","train"
"lin_43029","na esika na komi awa bandeko na omona eza ebele loboko ya motu pe motu oyo aza na babiloko oyo balatisi eza basinga oyo ya loboko bna monoko ya lopoto babe yango bagurmete mibale alati na loboko na ye","lin","train"
"lin_43088","Oyo ba lakisi nga awa eza hotel de ville ya mboka moko boye,  eza ndaku ya etage eza na langi ya pembe na mosaka pe eza na kati ya lopango .","lin","train"
"lin_43096","bana misato ya basi bafandi bazoseka balati bilamba ya likolo ndenge moko ya langi ya mosaka oyo katikati ya simbi eloko ezali na elongi ya moto","lin","train"
"lin_43075","Na photo balakisi biso mwana muke oyo koma aza na crayon na loboko naye pe avandeli kiti pe mesa eza liboso na ye.","lin","train"
"lin_43083","Liboso na nga awa namoni ba lakisi nga motindo nini ba kangaki suki ya moto oyo, pe ba kati ye batie ba insigne na kati ya motu nde yango oyo tomona awa.","lin","train"
"lin_43093","Mwana mwasi oyo bazo lakisa biso awa, aza nakati ya kelasi, namoni azo tanga makasi neti  mutu aza na examen.","lin","train"
"lin_43086","Eloko esika na komi awa bandeko eza na esika oyo ba bengaka eza obele esika ba tekisaka ba biloko ya ba livere ndenge na ndenge koza ba papeterie epi ba biloko oyo bato basalaka mpona kokoma koza ba bic na koya bakaye koa ba biloko ndenge na ndenge.","lin","train"
"lin_43022","Photo e lakisi ba mituka ya modele moko, moko eza na langi ya mbwe, mosusu ya bozinga, mosusu ya pembe, mosusu ya mai ya pondu pe na moni ndaku moko ya etage eza pembeni na yango .","lin","train"
"lin_79014","Avocat ya kotela bakati.","lin","train"
"lin_79020","Camion ya monene oyo ya ba soda ezali na minduki ya minene na ba caisse ya monene Na kati, nioso ezali na langi ya pondu ezali...","lin","train"
"lin_79041","Liyemi oyo ezali na langi ya pembe pe ya moyindo ezali kolobela Le Roi de Barbers the best or Nothing ezali kolobela mosala na yango.","lin","train"
"lin_79028","Awa na moni eza esika batekisaka biloko ya kolia liboso na ngai nazomona biloko moko ya kitoko pe ya elengi mingi.","lin","train"
"lin_79007","lilo na li komono ezali bongo na kati ya bilanga ya ndekosangolo pe nazomona bilanga naye na se maboke esi eboti pe esekomi ya monene","lin","train"
"lin_79038","sapatu moko ya bana basi na langi ya mosaka.","lin","train"
"lin_79004","Awa nali komona ba lakisi nga bala bala ya kitoko pe na kati ya bala bala oyo namoni motuka moko ya bisi,eza na ba langi ya pembe na ba mwa ndako na ba nzete kuna.","lin","train"
"lin_79016","Oyo bendele eza na langi ya mayi ya pondu na pembeni eza langi ya motane likolo eza langi ya chokola.","lin","train"
"lin_79018","Ba mbuma oyo eza na beseni sani moko ya minene kasi tala ba mbuma ebele eza lokola baguayava pe na ba mapela.","lin","train"
"lin_79034","lifulusi ya bakalatasi oyo eza lifulusi ya sika eza na zandu ezotekisama eza likolo ya mesa mesa yango eza mesa ya libaya eza na langi ya sokola lifulusi ya bakalatasi oyo eza na langi ya pembe na langi ya bondinga eza na bikomeli eza na langi ya bondinga na langi ya pembe","lin","train"
"lin_79088","Awa liboso na nga ,namoni moto aza ndenge ya monoko ya poto balobaka na stade ,aza mobini ya balle,maboko naye aza na mwa mulangi ya mayi ,mulangi ya plastique alati bilamba ya muindo na mosaka","lin","train"
"lin_81873","Awa na moni toza na balabala, ba nyama, na ba mbwa bakangi bango basinga na kingo.","lin","train"
"lin_81813","Foto eza liboso na biso na moni mwa zamba monene, na kati ya zamba wana moni bana moke ya mibale ba memi mwa tene ya nzete pe namoni mbwa moko eza liboso na bango.","lin","train"
"lin_81848","Efa boye nalikomona ezali photo yanzamba likolo nango moyi ezosala refle yababoyembo","lin","train"
"lin_81867","Bato mibale bazo kumba pusu pe na pembeni yango motuka ya langi ya pondu, kasi liboso nango pe mituka mosusu ezali.","lin","train"
"lin_81807","kasi boye na nde nazomona ezali transport ezali transport oyo ba bis oyo ememaka bato kasi yango bisi yango ezali neti ezali bis esalaka transport yango eza na langi ya pembe na kati boye banda ezomona eza na langi ya motane","lin","train"
"lin_81861","Na bilili oyo bazolakisa biso saani ya langi ya mayi ya pondu nakati namoni biloko yako lya batye yango likolo ya mesa.","lin","train"
"lin_81892","Na foto Oyo balakisi Ngai mwasi Moko Azo sala ba Biloko ya electricite","lin","train"
"lin_81846","Mbisi ya kotumba bakata matungulu likolo na yango bakata citro, likolona yang bakata na tomate likolo na yango eza likolo ya sani ya pembe sane ya mbele","lin","train"
"lin_81880","Awa namoni Mwana mobali moko atelemi eza neti azo tangisa n'a Mwana mwasi atelemi pembeni naye.","lin","train"
"lin_81821","Boye kasi ezali neti na ndako ya mutu kasi yango eza na kiti eza na langi ya mosaka, kasi eza na biloko mosusu eza likolo ya kiti eza na ba langi ebele ya bozinga, boye pe ya chocolat, boye pe ya pembe.","lin","train"
"lin_81849","Bato baza na mayi oyo bazo bima kote mosusu po bakende kote mosusu bazokende kasi ekomi butu nano bakotelema te.","lin","train"
"lin_81830","bato mibale batelemi mwasi na mobali mobalasimbi mwasi na nsima na bango bilamba batandiki na banzete mingi na kati ya lopango","lin","train"
"lin_81881","boye kasi liboso na ngai na moni ezali bapanie ya biloko batandi-tandi nazomona ezali bapatate douce misusu ezali ba pompe de terre misusu nazomona ezali ba manioce kasi misusu pe nazomona ezali ba onion","lin","train"
"lin_81866","na kati ya balabala mituka ezotambola awa liboso motuka ya bozinga na nsima motuka ya moindo pe na nsima kuna motuka monene ya camion ya mosaka na ngambo ya balabala bandako ya milai eza wana eza pe bandako esika batekaka","lin","train"
"lin_81823","Bandeko awa place na komi awa eza ebele ya boutique butique oyo na monoko ya lopoto babengak yango boutique cosmétique eza place oyo batekisaka bamafuta kopakola baparfums basaboni eza place oyo batekisaka babiloko kopakola na nzoto eza na butique cosmétique.","lin","train"
"lin_81864","mobali azolakisa biso masanga ya mbila na kati ya kopo ya mbele kopo ango ekangami na mofuniko ya motane azoseka azosepela baninga na ye baza na nsima na ye bavandi moko alati elamba ya mwindu azomela na kati ya kopo ya plastice","lin","train"
"lin_81820","Elembo ya mosala to pe elembo ya salon ba dessine yango bongo liboso ya mur mpo na kosala publicite ya mosala ba dessine bongo elenge mwasi na suki ya ekiti liboso na pene na sizo na se batie bongo mashine ya kokata suki","lin","train"
"lin_81805","awa tozomona baza kolakisa biso buku buku wana ezali image stock tozali komona baza kolakisa biso buku moko ezali na langi ya mai ya pondu na ya mosaka tozali komona bati likolo na yango ligorodo to grenui elingi koloba soki efongoli buku wana okotanga biloko etali banyama oyo bati wana ligorodo grenwi","lin","train"
"lin_81890","Awa ezali na balabala epai wapi tozomona na loboko ya mobali eza na ndako, ndako yango etongami na ndenge ya likolo pe na ndenge ya se nakota likolo tozomona ndako oyo eza na balimisa ebele na baekuki ebele na ngambu ya se eza pe na ekuki eza na lange ya sokola.","lin","train"
"lin_90916","Nzungu oyo ya libende ya moyindo elambaka loso na ndenge ya moto ezali likolo ya eloko oyo ezali na Iangi bozinga likolo ya mesa ya pembe.","lin","train"
"lin_90968","ndako ya pembe eza na fololo ya pembe eza na ekuke ya langi ya mosaka mibale moko ya monene na mosusu ya moke","lin","train"
"lin_90973","Awa to zali ko mona ezali ebale moko eleki katikati ya ba ngomba mibale.
To moni ezali lokola rivière nde to zali ko mona awa to moni ba ngomba yango eza molayi, na ngambo kuna to zali ko mona ngomba mosusu .","lin","train"
"lin_90931","Awa na moni eza esika basi ba yaka ko bongisa ba suki .
Liboso na ngai nazo mona mwasi moko ya kitoko ya pembe, na motu na ye na moni bacsuki na ye ba sali yango kitoko mingi .","lin","train"
"lin_90917","Awa ezali nzungu,nzungu yango eza likolo ya mesa na kati ya nzungu oyo tozo Mona madesu,madesu yango eza na langi ya chokola.","lin","train"
"lin_90923","Tozali komona baza kolokisa biso basa oyo balataka na loboko, bamontre oyo balataka na loboko, tomoni ezali ya kitoko ya kitoko mingi mpenza.","lin","train"
"lin_90997","Buku na langi ya lilala makomami na pembe pe moyindo,likolo na yango pembe mpe makomami na moyindo etangisaka grammaire.","lin","train"
"lin_90998","awa nazakomona loko eza na rangi ya pembe makombami yango eza a rangi ya morinba","lin","train"
"lin_90978","Awa tozalikomona biloko ya électronique tomoni balakisi biso ba charges oyo echargaka ba téléphone tomoni elokomo eza lokola tourne visé tomoni batandi yango nase ezali na langi ya moyindo kasi ezali na mosala songolo.","lin","train"
"lin_90979","Liboso na biso Awa, balakisi biso, mokonzi ya mboka eh ya Congo Brazza ao koma na kati ya buku na ye, pe na sima na ye tomoni baaaa ba garde na ye","lin","train"
"lin_22980","Molangi ya mafuta elali na se na sima ezali na kombo ya beckon esalisaka na maboko po ete maboko na yo ekawuka te.","lin","train"
"lin_22905","biloko ya kolata ya kitoko eza likolo ya mesa likolo elamba ya pembe tozomona biloko ya matoi tozomona biloko ya kolata na kingo biloko kolata na maboko eza ya kitoko","lin","train"
"lin_22916","awa namoni lokolo moko ya sapato balataka yango,eza ya mibali na basi balataka pe eza na couleur ya bleu eza na basinga te.","lin","train"
"lin_22993","Ezali moto ya nzambe aza sango a telemi azo tangisa liloba ya nzambe,alati bilamba ya ba sango yango eza na langi ya longondo.","lin","train"
"lin_22992","Awa bazolakisa biso mafuta pe ya kopakola kombo na yango diproson bazolakisa bato bayeba yango baya koluka yango ba somba bango pe bazala na poso sembe sembe.","lin","train"
"lin_22921","Elenge ebasi wana batelemi baza elongo bazolinga kobeta bale kasi basali elongo moko, bango wana balati bilamba ya kokukana eza na langi ya pondu pe na langi ya motane moko nde alati elamba eza na langi ya pembe.","lin","train"
"lin_22907","kasi boye nazomona ezali ndako kasi ndako yango ezali komonana eza na langi ya pembe pe na se eza na langi ya bozinga boye eza pe na jardin yango eza matiti kasi yango tozomona eza na langi neti ya ma ya pondu","lin","train"
"lin_22958","Kitunga liboko esimbi kitunga ya langi ya motane maboko na yango maboko ya kitunga eza ya pembe kitunga ya motane.","lin","train"
"lin_22920","Na bilili oyo ali komona balakisinga bandako ya milai pe eza ya kitoko te bomituka na balabala na moto pe na bato bali kotambola amoni ndeko moko amati poto oyo ya courant.","lin","train"
"lin_22985","Biloko nyonso tozomona awa eza mafuta eza ba mafuta ya kopakola na nzoto ba produits cosmétiques. Nde Yango oyo bazolakisi biso Awa. Po bazo Teka ango.","lin","train"
"lin_22999","Foto elakisi bato mibale mwasi na mobali moko tapelemi basingimwa pape na bango na moboko moni basepeli emonani basilisi mwa seminele na bango oyo bazali kosala na mosala na bango.","lin","train"
"lin_22966","Eh awa ba lakisi nga lisusu eza tiroire moko boye basali yango na mabaya,na kati ya tiroire wana eza na ba milangi moko boye ya ba mafuta na kati ya milangi wana eza na kati ya ba mafuta ya kopakola ya bana basi.","lin","train"
"lin_22987","Awa toza komona mokonzi presidant Sasu Ngeso ya Congo Brazaville,tozomona pe ba mikonzi misusu batelemi mpona salitation bazopesa presidant.","lin","train"
"lin_22931","Bamasini ya computa eza ya sika, bamasini ya computa yango eza na mwa masini mosusu ya moke eza na langi ya pembe masini ya moke oyo yalangi ya pembe na masini ya computa eza na kati ya sanduku. Sanduku yango eza na pimo ya moke sanduku yango lisusu eza na langi ya mwindo.","lin","train"
"lin_22994","awa namoni buku oyo nakati yango, namoni ba ndeke bazopubua likolo, ba mosusu bazokende nase, ba mosusu bazofanda na bango kaka","lin","train"
"lin_22946","Oyo ezali boite eza nakati ba bic oyo balomelaka, ezali naba couleur yamingi, ba couleur ya mwindu, ya bleu, ya verte, ezali nakati ya boite nayango, eh! Oyo mingi mingi bana balingaka kokoma baza kosalela yango.","lin","train"
"lin_22906","Boto elakisi biso na kati ya biro moko boye biro oyo namoni bamibali mibale batelemi pe baza na mwa buku ya maboko moko aza kopesa buku moninga na ye, pe moninga na ye aza kopesa buku na ye pa ya moninga na ye pe namoni eza bakonzi oyo ya mboka congo kinchasa mponamoni presida na bango foton na ye eza wana.","lin","train"
"lin_22947","Awa ezali basali ya polisi oyo baza likolo ya motuka bango  nyonso balati ndenge moko na bilamba na bango liboso ya tolo ekomani polisi  pe balati casque baza ba polisi motoba.","lin","train"
"lin_40240","Batu batelemi liboso bazali bakonzi basimbani mwasi moko ya mondele na mosusu azali pembeni naye ya mondele na ba papa bazali Awa liboso nde batu ya mwindu.","lin","train"
"lin_40218","Lopango oyo ezali na ekuke ya langi ya cho cola,  ezali ndaku ya Nzambe ya batu oyo ba sambelelaka na kombo ya témoin de jehova.","lin","train"
"lin_40290","Awa ezali na nzandu ,namoni mutuka eza n'a bilamba ya kotekisa ,ba maman bavandi,mususu  angubami ,mwana mobali azotekisa masangu.","lin","train"
"lin_40262","Oyo eza carton ya kisi, kisi yango ekomami sisamole effervescent .","lin","train"
"lin_40224","Bakiti eza na langi ya mbwe mpe na tapis eza na langi ya pondu.","lin","train"
"lin_40265","Boye kasi ezali ndako ya monene ndako yango ebate eza soki esalaka nini yango ozomona motuka ozomona pe banzete ndako yango eza na langi neti ya mbwe kasi ozomona eza neti ndako ya kala.","lin","train"
"lin_40208","Na esika tokomi lisusu awa namoni bazo lakisa ngai eza obele ba kopo ebele ya langi ya mosaka,ba kopo oyo eza na kati ba biloko songolo songolo oyo ya kolia.","lin","train"
"lin_40236","elili oyo azomona liboso na nga enamoni motuka moko ya kitoko pe motuka oyo eza na lange ya mwindo pe motuka oyo emonani eza motuka bazotekisa yango","lin","train"
"lin_40266","Bendela bamatisi na nzete yango ezali na langi misato langi ya moindo langi ya mosaka na langi ya motane.","lin","train"
"lin_40227","Nabilili oyo azali komona bamilangi ebele ya ba mafuta ya bana pe nabato mikolo nde namoni balakisi nga awa","lin","train"
"lin_40220","Na moni mwana mwasi ba kangiye suki, alati mopila ya pembe pe azo seka.","lin","train"
"lin_40279","Awa namoni bazoteka nanasi, naba avocat namoni eza mine, nababitabe oyo bazoteka, mutu azoteka namoni","lin","train"
"lin_40291","Bendele eza na langi ya mosaka motani pe moindo.","lin","train"
"lin_40217","Mesa ya liputa na langi ya bozinga,langi ya pondu,pembe,pe moyindo,likolo ya matiti na nsima nango pe ba nzete.","lin","train"
"lin_40276","Ehh ñamoni eaa batu ebele nafandi n'a ndaku n'a libido n'a Bango ñamoni mesa Moko ya muñene NABA micro phone bazo solola","lin","train"
"lin_40274","Motuka ekufi,tala motuka monene ekufi motuka moto na yango yango ekufi emwangani mwangani emwangani mwangani makasi.","lin","train"
"lin_40225","kasi boyende na liboso na ngai nazomona ezali ondiri etagere etagere oyo bikabatiaka eloko batandaka neti basapatu obien okoki kotanda pe balivre o buku kasi yango etagere yango eza na langi ya mwindu","lin","train"
"lin_40231","Mibale mine, balati bilamba ya langi ya bozinga esanganî na pembe. Na nsima na bango, matiti ya langi ya pondu. Balati basapato ya langi ya moindo, pembe pe langi ya longondo.","lin","train"
"lin_40280","bilengi mibale batelemi liboso ya ndako moko ya monene bamisusu bazokende bamisusu batelemi balati bakaputula ya langi ya mwindu na likolo batie bilamba ya langi ya lilala bamisusu pe batie bikoti na motu","lin","train"
"lin_40239","na elileo nazomona elakisi ya nzela tozali na balabala plasi esika bamotuka elekaka elakisi oyo esungaka bato kokatisa balabala esungaka na mamotuka kolekana","lin","train"
"lin_99805","Mwana ya mwasi ya pembe akangisi suki ya mèche alati elamba ya moyindo, asimbi  na maboko mulangi ya masanga ya makasi oyo ezali na kombo ya primus.","lin","train"
"lin_99837","Awa nazomoa mashimi basalisa apa munganga","lin","train"
"lin_99855","Awa nazomona bwate ya kisi ya komela balakisi nkombo nango na ndenge ya komela yango carton nango eza na langi ya motani.","lin","train"
"lin_99834","Na moni cantine oyo ba tondisi masangu ya ko kauka.","lin","train"
"lin_99858","Awa namoni ,  eza na kati ya nzela ya mabele liboso nangai nazomona bamituka ebele ezotambola.","lin","train"
"lin_99831","Awana azomona pancarte eza na foto ya mwasi esembi lipa na kati ya balabala pembeni azomona pe bato nase ya balabala","lin","train"
"lin_99815","Awa bazomonisa biso ndako ndako ya etage na bamonisi biso olopango yango kuna na likolo tozomona veranda ya kitoko ezali na bolange ya pembe na mosaka","lin","train"
"lin_99867","Na moni awa bolakisi biso batu mine yaya atomboli leki na ye, na ba mususu ba zui ye loboko.","lin","train"
"lin_99880","Tomoni bana clasi bafandi na klase batindi mwana moko akende kotanga na tambo asimbi libaya asa kotanga mwana moko ya masi bakangi esuki ya maboko na mwana mobali avandi na sika.","lin","train"
"lin_99842","kasi boye ezali bana-kelasi bana-kelasi bafandi kasi bana-kelasi yango bazolandela bazotanga bazoyekola bloko ya kelasi kasi bango balati bilamba eza na langi ya shokola pe na langi ya bozinga","lin","train"
"lin_99846","Liboso na ngai namoni foto oyo, na foto oyo namoni ba mwa outillage ba libende esalisaka mpona ko tobola ba mwa mabaya.","lin","train"
"lin_99811","Liboso longo owa nazokomona loko moko bakomi kia kia cosmetic loko yango ekomi na langi ya motani.","lin","train"
"lin_99877","kasi mibale kasi batata bafandi bazosolola moko aza pembeni alati lamba ya moindu ye wana za neti aza motu asambwisaka batata pembeni na ye balati bilamba eza na lange ya pembe kasi tata wana azosololisa batata mosusu","lin","train"
"lin_99824","Awa tozali komona pot ya fololo ya kitoko ezali na coin ya ndaku. Epesi decoration kitoko.","lin","train"
"lin_99801","Mama Oyo amemi sani na mutu mosusu aza kotala n'a nzela","lin","train"
"lin_86302","Ndaku ya kitoko ezali na langi ya pembe ezali na bisika mibale ya se na likolo ezali na ekuke ya langi ya mwindo liboso ezali na ba fololo oyo ekoli na ba nzete oyo ezali na langi ya pondu.","lin","train"
"lin_86358","Ba sani misato ezali likolo ya mesa oyo batandi kitambala,mibale ya munene ya pembe ya mbele ezali na manga oyo ba kati kati déjà mosusu  ka kibakuli na yango ya mbele na yango pe eza na manga ba kati mike mike.","lin","train"
"lin_86343","Etandani oyo esalimi  naba nzete na katikati ba tiye mabaya  na pembeni eza ba nzete na sima nango eza naba  matiti oyo makasa ekawuka.","lin","train"
"lin_86305","na elili oyono azomona esika bazolakisa biso esaleli ya bato ya misala maboko sikangazomun eza na marto eza na pence eza na tournevis","lin","train"
"lin_86356","Na foto oyo nali komona balakisi ngaawa za ya mwana mwasi aza kitoko pe bakangi esuki malamu alati na biloko ya matoi na ye.","lin","train"
"lin_86398","Awa namoni balakisi biso eza esika mokoboye nakati yandako namoni basapato mibale eza likolo ya tapi namoni eza nalangi bozinga","lin","train"
"lin_86342","awa nazomona bansenya mibale ya basi bazokanga foto ya suvenis basalisaka bana ya spore moko alati teni ya pembe na moindo mosusu alati moindo na bozinga","lin","train"
"lin_86396","Ee awa namoni eza na motuka oyo ya ba polisien e namoni ememi ba polisien ebele na sima bango nyonso baza na manduki na maboko eza neti bakei mosala.","lin","train"
"lin_86371","Liboso na nga awa namoni bakonzi ya mboka baza na mwa cado sangolo baolakisa liboso ya bato.","lin","train"
"lin_86394","namoni batu oyo balakisi biso eza batu ebele balati ba robe ya pembe naba bitambala ya pembe, mibale bazo sauter","lin","train"
"lin_86313","Eawa balakisinga lisusu eza esika moko boye eza na lopango na kati eza na ndako ya molayi eza kelasi eza universite marien gosb eza kelasi ya universite na moni mpe ba matiti eza pembeni ya ndako wana kelasi wana.","lin","train"
"lin_86374","na balabala awa ezali na botu eza na bamwinda eza mwindaya balabala ezopela na bandako yango ya pembeni ya balabala ba mwinda ezopela pe eza na motuka ezotambola motuka yango etemisi lange ya bamwinda ya motuka oyo ezopela eza lange ya motani na loboko ya mobali ya balabala yango tozomona epanzele sango eza likolo na epanzele ya sango yango eza na elili ya tata mobali alaki abakosi ya bakosi yango eza na lange ya mwingu","lin","train"
"lin_86390","Awa ezali na balabala, epai wapi eza na tata mobali azotambola.  Alati sapato ya kokangama, eza na langi ya mbwe ; na mbati eza na langi ya bonzinga. Na loboko na ye ya mwasi, asimbi mwa kitunga mokie eza na langi ya mwindu.  Na loboko na ye ya mobali, asimbii telefoni.  Na loboko naye ya mobali, eza na bandako ebele !  Bandako ya mokuse, na bandako ya molai.  Elamba likolo alati, eza na balangi ebele.  Langi ya bonsinga, langi ya mwindu, na langi ya pembe.","lin","train"
"lin_17323","Mwana mobali azo beta tembo alati elamba ya motane na mosaka azali azo mata likolo pona kozua tembo naye.","lin","train"
"lin_17374","Kongo ezosala bilanga ezo longola matiti nyoso  oyo ya salite po ekoka kosala pe kolona bilanga nango na sima .","lin","train"
"lin_17333","oto kasi lopango yango ezali molai na kati ya lopango ezali na ndako ndako yango eza na langi neti mosaka lopango kasi yango eza na langi ya chokola pena ya pembe","lin","train"
"lin_17338","Awa namoni balakisi biso eza nakati ya centre ville mokoboye nazomona bato ebele bazali koleka na balabala ba mituka pe etelemi namoni papa moko esimbi papier na maboko","lin","train"
"lin_17340","na bilili oyo na zali to mona na liboso nangai awa namoni ezali bongo libanda tozo mona ba mituka ebele etelemi pe tomoni ndeka moko ya mobali avandi na ban azotala mituka yango","lin","train"
"lin_17351","Kasi ndenge ezomonana boye eza ebonga ebonga fabriqe na makelele kasi eza ebonga oyo ba mama ba fandelaka ango na cuisine obien na ndenge bazolamba eza biloko ya kitoko ya kofandela ya ndako.","lin","train"
"lin_17381","Mwasi aza koseka malamu mpenza na liputa akangi na tolo na mosusu na motu na ye.","lin","train"
"lin_17307","Awa tozali komona ezali kamwa village moko ezali mosika na ville, tomoni ezali nsima nango zamba ba ndako yango omoni bato ba fandaka na ba ndako wana te ezali oyo batika oyo abandonné.","lin","train"
"lin_17318","Na bilili oyo nazalikomona  balakisinga  ndako moko ya moke pe namoni ba bati yango eza  yamabe  namoni ba nzete ya Mikuse .","lin","train"
"lin_17368","Kasiko eza buku kasi buku yango ezolakisa neti bakomi mboloko kasi mboloko yango ezomona eza na maseki milai buku yango eza na langi ya chokola eza pe na langi ya pembe.","lin","train"
"lin_17305","ekeko etelemi liboso ya lopangu ya ekuke ya mwindu eza ekeko ya premier ministre ya kala bernard colelas abotamaka na 1933 aye kokata moto na 2009","lin","train"
"lin_17358","Oyo ba lakisi nga eza motuka ya monene eza na langi ya mosaka,motuka oyo ezo tambola na bala bala kuna liboso nango namoni ndako moko ya molayi pe ya langi ya pembe.","lin","train"
"lin_17372","Awa nazomona motuka monene ya ko mema bato na nsima na liboso na bato baza libanda ya motuka na nzela bazo teka biloko batie biloko na se ya koteka.","lin","train"
"lin_17376","photo namoni awa namoni eza mesa na kiti ya kekele yakitoko","lin","train"
"lin_17378","awa na moni eza na kati ya balabala liboso na ngai nazomona bamituka ebele penepene na yango nazomona batu pe ebele baza na kati ya wenze liboso na yango nazomona pe banzete ya molai","lin","train"
